Date,Open,High,Low,Close,Adj Close,Volume
2014-05-29,99.260002,99.559998,99.000000,99.559998,83.764076,1320000
2014-05-30,99.440002,99.680000,99.290001,99.580002,83.780891,1444700
2014-06-02,99.800003,99.839996,99.160004,99.699997,83.881905,2762600
2014-06-03,99.449997,99.720001,99.320000,99.660004,83.848228,942000
2014-06-04,99.379997,99.970001,99.330002,99.870003,84.024902,1754100
2014-06-05,100.019997,100.760002,99.639999,100.680000,84.706413,1797400
2014-06-06,100.989998,101.250000,100.849998,101.199997,85.143906,1929400
2014-06-09,101.199997,101.669998,101.139999,101.370003,85.286919,1683400
2014-06-10,101.209999,101.349998,100.980003,101.349998,85.270073,1569800
2014-06-11,101.059998,101.120003,100.730003,101.010002,84.984024,2068800
2014-06-12,100.879997,100.930000,100.059998,100.290001,84.378265,2197400
2014-06-13,100.449997,100.690002,100.110001,100.620003,84.655914,2099300
2014-06-16,100.449997,100.889999,100.309998,100.699997,84.723236,2778000
2014-06-17,100.559998,101.199997,100.459999,101.059998,85.026123,1089700
2014-06-18,101.080002,101.839996,100.870003,101.809998,85.657104,1326200
2014-06-19,101.900002,102.000000,101.529999,101.930000,85.758080,2130700
2014-06-20,102.199997,102.199997,101.980003,102.169998,85.959991,1952800
2014-06-23,102.190002,102.250000,101.949997,102.139999,85.934769,1308600
2014-06-24,101.540001,102.070000,100.910004,101.010002,85.334938,1613400
2014-06-25,100.820000,101.599998,100.779999,101.519997,85.765778,1379200
2014-06-26,101.529999,101.529999,100.760002,101.459999,85.715118,1423900
2014-06-27,101.220001,101.750000,101.220001,101.730003,85.943214,1378800
2014-06-30,101.550003,101.910004,101.550003,101.769997,85.976990,1600800
2014-07-01,102.070000,102.820000,102.000000,102.500000,86.593735,1818500
2014-07-02,102.529999,102.629997,102.360001,102.440002,86.543037,1504300
2014-07-03,102.739998,103.000000,102.660004,102.980003,86.999222,987100
2014-07-07,102.800003,102.809998,102.309998,102.440002,86.543037,2198400
2014-07-08,102.339996,102.339996,101.349998,101.660004,85.884056,2130100
2014-07-09,101.910004,102.160004,101.650002,102.099998,86.255783,1866600
2014-07-10,101.029999,101.949997,100.870003,101.650002,85.875595,1564100
2014-07-11,101.629997,101.790001,101.300003,101.739998,85.951653,1252800
2014-07-14,102.300003,102.410004,102.160004,102.230003,86.365623,1060300
2014-07-15,102.300003,102.500000,101.510002,101.970001,86.145981,2591200
2014-07-16,102.360001,102.480003,101.949997,102.230003,86.365623,1933100
2014-07-17,101.879997,102.279999,100.910004,101.050003,85.368729,1980400
2014-07-18,101.339996,102.239998,101.300003,102.139999,86.289566,996200
2014-07-21,101.830002,102.379997,101.449997,101.900002,86.086823,1434700
2014-07-22,102.290001,102.629997,102.239998,102.419998,86.526146,1198300
2014-07-23,102.580002,102.779999,102.370003,102.660004,86.728874,736500
2014-07-24,102.839996,102.919998,102.570000,102.680000,86.745766,926000
2014-07-25,102.370003,102.419998,101.930000,102.139999,86.289566,1139700
2014-07-28,102.180000,102.279999,101.510002,102.110001,86.264236,1189400
2014-07-29,102.290001,102.480003,101.720001,101.739998,85.951653,1090900
2014-07-30,102.120003,102.260002,101.379997,101.809998,86.010803,1552900
2014-07-31,101.120003,101.279999,99.739998,99.739998,84.262032,2938500
2014-08-01,99.550003,100.139999,98.959999,99.489998,84.050812,5157300
2014-08-04,99.739998,100.379997,99.209999,100.169998,84.625275,3320100
2014-08-05,99.699997,100.129997,98.930000,99.290001,83.881874,2855200
2014-08-06,98.820000,99.779999,98.720001,99.309998,83.898766,1763200
2014-08-07,99.820000,99.879997,98.559998,98.790001,83.459450,3313500
2014-08-08,98.959999,99.970001,98.769997,99.930000,84.422546,1566700
2014-08-11,100.320000,100.739998,100.220001,100.290001,84.726669,1979500
2014-08-12,100.169998,100.489998,99.769997,100.110001,84.574608,1375300
2014-08-13,100.519997,100.900002,100.309998,100.820000,85.174423,1208200
2014-08-14,100.930000,101.260002,100.870003,101.260002,85.546143,1850400
2014-08-15,101.620003,101.739998,100.519997,101.269997,85.554573,3760300
2014-08-18,101.860001,102.220001,101.730003,102.180000,86.323387,2718600
2014-08-19,102.410004,102.760002,102.300003,102.690002,86.754211,1896800
2014-08-20,102.500000,103.029999,102.419998,102.930000,86.956978,2929800
2014-08-21,103.000000,103.309998,102.809998,103.160004,87.151283,1591300
2014-08-22,103.120003,103.260002,102.779999,103.010002,87.024574,1746400
2014-08-25,103.599998,103.750000,103.379997,103.550003,87.480774,1216700
2014-08-26,103.650002,103.959999,103.610001,103.739998,87.641296,1464800
2014-08-27,103.809998,103.870003,103.519997,103.680000,87.590591,1154500
2014-08-28,103.279999,103.650002,103.190002,103.570000,87.497688,1429300
2014-08-29,103.750000,103.930000,103.419998,103.879997,87.759552,1737000
2014-09-02,104.040001,104.269997,103.559998,103.959999,87.827148,1738200
2014-09-03,104.389999,104.440002,103.699997,103.849998,87.734192,1523900
2014-09-04,104.010002,104.389999,103.370003,103.629997,87.548378,1591200
2014-09-05,103.589996,104.120003,103.209999,104.110001,87.953857,1490400
2014-09-08,103.970001,104.160004,103.550003,103.900002,87.776451,1416200
2014-09-09,103.769997,103.839996,102.989998,103.169998,87.159744,1296100
2014-09-10,103.230003,103.599998,102.849998,103.559998,87.489204,1290900
2014-09-11,103.150002,103.760002,103.089996,103.750000,87.649712,1617300
2014-09-12,103.690002,103.690002,102.779999,103.080002,87.083710,2477200
2014-09-15,103.099998,103.239998,102.559998,102.809998,86.855614,3846200
2014-09-16,102.550003,103.690002,102.529999,103.540001,87.472336,1242500
2014-09-17,103.699997,104.160004,103.190002,103.650002,87.565247,2085200
2014-09-18,104.019997,104.230003,103.879997,104.180000,88.013008,1829200
2014-09-19,104.589996,104.589996,103.739998,103.980003,87.844055,1933000
2014-09-22,103.750000,103.800003,102.830002,103.019997,87.033005,2333100
2014-09-23,102.750000,103.099998,102.349998,102.360001,86.475433,1965300
2014-09-24,101.980003,102.750000,101.639999,102.690002,87.150139,2364300
2014-09-25,102.430000,102.519997,101.050003,101.080002,85.783768,3000900
2014-09-26,101.290001,102.099998,101.110001,101.900002,86.479668,2227400
2014-09-29,101.019997,101.839996,100.900002,101.720001,86.326904,2827800
2014-09-30,101.860001,102.000000,101.129997,101.239998,85.919540,2140500
2014-10-01,101.110001,101.339996,99.660004,99.910004,84.790833,3989800
2014-10-02,99.860001,100.309998,98.809998,99.959999,84.833267,3237400
2014-10-03,100.699997,101.269997,100.360001,101.080002,85.783768,2303800
2014-10-06,101.570000,101.610001,100.570000,100.879997,85.614029,1758800
2014-10-07,100.389999,100.570000,99.290001,99.320000,84.290085,2152000
2014-10-08,99.349998,101.070000,98.739998,100.970001,85.690414,3455700
2014-10-09,100.750000,100.919998,98.870003,98.889999,83.925186,3022400
2014-10-10,98.849998,99.339996,97.650002,97.660004,82.881310,3784900
2014-10-13,97.709999,98.010002,96.029999,96.099998,81.557358,5352300
2014-10-14,96.589996,97.500000,96.040001,96.400002,81.812004,3914100
2014-10-15,95.190002,96.209999,93.580002,95.860001,81.353699,8265900
2014-10-16,93.779999,96.720001,93.779999,96.070000,81.531898,6327700
2014-10-17,97.440002,97.800003,96.669998,97.120003,82.423058,3855100
2014-10-20,97.019997,98.129997,96.930000,98.089996,83.246239,2487500
2014-10-21,98.610001,100.120003,98.610001,100.029999,84.892662,4004400
2014-10-22,100.300003,100.480003,99.199997,99.250000,84.230682,3905800
2014-10-23,100.269997,101.080002,100.040001,100.449997,85.249100,4211600
2014-10-24,100.580002,101.180000,100.199997,101.150002,85.843155,2899600
2014-10-27,100.849998,101.110001,100.349998,101.010002,85.724350,2585900
2014-10-28,101.440002,102.330002,101.290001,102.320000,86.836121,2847500
2014-10-29,102.459999,102.680000,101.449997,102.169998,86.708809,2621200
2014-10-30,101.879997,103.070000,101.720001,102.800003,87.243462,2593400
2014-10-31,104.000000,104.199997,103.529999,104.019997,88.278854,3276300
2014-11-03,104.190002,104.459999,103.830002,104.080002,88.329803,3672500
2014-11-04,103.900002,103.959999,103.150002,103.699997,88.007271,2584200
2014-11-05,104.500000,104.510002,103.820000,104.190002,88.423134,2580400
2014-11-06,104.320000,104.699997,103.879997,104.699997,88.855957,2096200
2014-11-07,104.709999,104.879997,104.349998,104.779999,88.923843,1746300
2014-11-10,104.879997,105.099998,104.690002,105.099998,89.195427,2923500
2014-11-11,105.169998,105.239998,104.900002,105.199997,89.280289,1178000
2014-11-12,104.809998,105.300003,104.739998,105.180000,89.263313,1089800
2014-11-13,105.320000,105.559998,104.730003,105.160004,89.246353,1671100
2014-11-14,105.230003,105.330002,104.940002,105.169998,89.254845,2173900
2014-11-17,105.000000,105.300003,104.830002,105.160004,89.246353,1449600
2014-11-18,105.239998,105.970001,105.220001,105.779999,89.772537,1486000
2014-11-19,105.650002,105.720001,105.029999,105.510002,89.543404,1771200
2014-11-20,105.070000,105.830002,104.940002,105.809998,89.797981,1502500
2014-11-21,106.849998,106.940002,106.059998,106.370003,90.273254,3435600
2014-11-24,106.650002,106.769997,106.500000,106.760002,90.604240,3990900
2014-11-25,106.919998,107.070000,106.500000,106.739998,90.587250,2310700
2014-11-26,106.769997,107.000000,106.629997,106.980003,90.790924,1178300
2014-11-28,106.949997,107.010002,106.480003,106.599998,90.468414,944100
2014-12-01,106.500000,106.550003,105.529999,105.699997,89.704643,2754700
2014-12-02,105.800003,106.489998,105.750000,106.360001,90.264771,2450900
2014-12-03,106.440002,106.989998,106.379997,106.839996,90.672112,3299500
2014-12-04,106.699997,107.010002,106.239998,106.709999,90.561798,2417600
2014-12-05,106.860001,107.169998,106.699997,106.949997,90.765442,3314700
2014-12-08,106.769997,107.070000,105.800003,106.190002,90.120491,2070200
2014-12-09,105.040001,106.330002,104.820000,106.250000,90.171402,3044100
2014-12-10,105.970001,106.190002,104.370003,104.510002,88.694710,3507300
2014-12-11,104.930000,105.989998,104.760002,104.989998,89.102066,3340100
2014-12-12,104.220001,104.750000,103.330002,103.339996,87.701767,3956600
2014-12-15,103.750000,104.180000,102.239998,102.589996,87.065262,4328100
2014-12-16,102.029999,104.010002,101.800003,101.830002,86.420258,7528300
2014-12-17,102.250000,104.209999,102.010002,104.010002,88.270386,4949000
2014-12-18,105.559998,106.470001,105.029999,106.470001,90.358101,6384400
2014-12-19,106.610001,107.250000,106.379997,106.910004,90.731529,3575600
2014-12-22,106.660004,106.779999,106.279999,106.769997,91.090698,5630200
2014-12-23,107.239998,107.239998,106.820000,107.010002,91.295471,4050500
2014-12-24,107.349998,107.349998,107.019997,107.040001,91.321037,1702600
2014-12-26,107.309998,107.629997,107.269997,107.360001,91.594063,3293500
2014-12-29,107.360001,107.709999,107.290001,107.589996,91.790268,3746700
2014-12-30,107.419998,107.459999,106.989998,107.059998,91.338142,4473000
2014-12-31,107.190002,107.389999,105.980003,106.000000,90.433777,2224400
2015-01-02,106.489998,106.720001,105.269997,105.919998,90.365524,5298300
2015-01-05,105.349998,105.550003,103.860001,104.099998,88.812798,5383500
2015-01-06,104.400002,104.500000,102.510002,103.080002,87.942612,4226100
2015-01-07,104.089996,104.449997,103.550003,104.309998,88.991959,3661500
2015-01-08,105.209999,106.239998,105.110001,106.150002,90.561752,2796200
2015-01-09,106.320000,106.349998,104.919998,105.269997,89.810989,3272500
2015-01-12,105.550003,105.550003,104.120003,104.519997,89.171112,3705900
2015-01-13,105.330002,106.000000,103.430000,104.279999,88.966362,2936200
2015-01-14,103.040001,103.790001,102.500000,103.709999,88.480072,3291600
2015-01-15,104.050003,104.260002,102.570000,102.660004,87.584274,5615200
2015-01-16,102.610001,104.110001,102.419998,104.019997,88.744530,2768900
2015-01-20,104.419998,104.529999,103.199997,104.169998,88.872505,3186900
2015-01-21,103.930000,104.949997,103.599998,104.639999,89.273491,3119400
2015-01-22,105.239998,106.309998,104.269997,106.230003,90.630013,3583500
2015-01-23,106.110001,106.279999,105.680000,105.750000,90.220490,4571900
2015-01-26,105.750000,106.220001,105.199997,106.190002,90.595886,4106500
2015-01-27,105.370003,105.610001,104.360001,104.949997,89.537964,2709300
2015-01-28,105.639999,105.720001,103.410004,103.529999,88.326492,2830400
2015-01-29,103.699997,104.620003,102.820000,104.519997,89.171112,2607200
2015-01-30,103.669998,104.510002,102.949997,103.099998,87.959641,4486900
2015-02-02,103.489998,104.330002,102.250000,104.260002,88.949303,4083200
2015-02-03,104.900002,105.870003,104.709999,105.860001,90.314354,3322000
2015-02-04,105.440002,106.139999,105.239998,105.489998,89.998665,3141700
2015-02-05,105.940002,106.720001,105.839996,106.650002,90.988327,3163500
2015-02-06,106.879997,107.180000,106.019997,106.330002,90.715332,2844500
2015-02-09,105.989998,106.349998,105.589996,105.800003,90.263138,1773800
2015-02-10,106.500000,107.040001,105.839996,106.879997,91.184547,1866300
2015-02-11,106.669998,107.190002,106.370003,106.930000,91.227203,2184600
2015-02-12,107.470001,107.989998,107.269997,107.959999,92.105949,4443400
2015-02-13,108.000000,108.480003,107.919998,108.470001,92.541061,3147700
2015-02-17,108.370003,108.760002,108.129997,108.639999,92.686073,4147000
2015-02-18,108.419998,108.750000,108.269997,108.699997,92.737282,2542600
2015-02-19,108.389999,108.879997,108.260002,108.669998,92.711670,2349000
2015-02-20,108.470001,109.320000,108.010002,109.279999,93.232124,2402600
2015-02-23,109.169998,109.269997,108.860001,109.269997,93.223579,3034000
2015-02-24,109.279999,109.629997,109.040001,109.519997,93.436852,2856500
2015-02-25,109.489998,109.779999,109.260002,109.480003,93.402756,2652100
2015-02-26,109.449997,109.529999,109.019997,109.410004,93.343010,1742000
2015-02-27,109.349998,109.480003,108.970001,109.019997,93.010269,1825400
2015-03-02,109.110001,109.720001,109.019997,109.690002,93.581917,2681100
2015-03-03,109.470001,109.610001,108.739998,109.239998,93.197983,2615700
2015-03-04,108.900002,108.959999,108.199997,108.800003,92.822586,1949900
2015-03-05,109.029999,109.099998,108.629997,108.970001,92.967636,1752500
2015-03-06,108.470001,108.660004,107.239998,107.459999,91.679367,2799000
2015-03-09,107.599998,108.050003,107.519997,107.860001,92.020645,1827900
2015-03-10,107.000000,107.099998,106.209999,106.220001,90.621468,3543800
2015-03-11,106.430000,106.489998,105.980003,106.139999,90.553200,3071300
2015-03-12,106.470001,107.510002,106.419998,107.470001,91.687920,3907600
2015-03-13,107.370003,107.400002,106.169998,106.870003,91.176033,2073000
2015-03-16,107.360001,108.230003,107.260002,108.209999,92.319244,2706600
2015-03-17,107.800003,108.190002,107.470001,108.000000,92.140053,1754000
2015-03-18,107.680000,109.629997,107.349998,109.239998,93.197983,3662900
2015-03-19,109.029999,109.199997,108.570000,108.849998,92.865242,3901300
2015-03-20,109.489998,110.019997,109.370003,109.760002,93.641602,1741100
2015-03-23,109.720001,110.089996,109.570000,109.570000,93.479530,2084200
2015-03-24,109.540001,109.739998,108.940002,108.989998,92.984680,3398600
2015-03-25,108.639999,108.750000,106.790001,106.790001,91.534409,2817000
2015-03-26,106.389999,107.120003,105.980003,106.580002,91.354416,3164500
2015-03-27,106.599998,106.970001,106.419998,106.870003,91.602989,3298000
2015-03-30,107.589996,108.389999,107.519997,108.230003,92.768707,1885800
2015-03-31,107.730003,108.669998,107.000000,107.250000,91.928703,2077100
2015-04-01,107.339996,107.410004,106.389999,107.050003,91.757271,11026400
2015-04-02,107.029999,107.699997,106.849998,107.389999,92.048698,2041200
2015-04-06,107.269997,108.410004,106.790001,108.129997,92.682976,2186600
2015-04-07,108.129997,108.540001,107.769997,107.769997,92.374405,1983900
2015-04-08,108.000000,108.430000,107.720001,108.230003,92.768707,2454300
2015-04-09,108.199997,108.709999,107.739998,108.610001,93.094383,2214200
2015-04-10,108.870003,109.150002,108.639999,109.120003,93.531548,2406100
2015-04-13,109.040001,109.430000,108.660004,108.690002,93.162979,3524800
2015-04-14,108.660004,108.980003,108.160004,108.849998,93.300133,1460800
2015-04-15,109.239998,109.690002,109.080002,109.400002,93.771538,1512400
2015-04-16,109.230003,109.629997,109.059998,109.349998,93.728683,1490200
2015-04-17,108.699997,108.800003,107.610001,108.080002,92.640144,2657000
2015-04-20,108.669998,109.180000,108.620003,108.959999,93.394402,2005000
2015-04-21,109.449997,109.519997,108.750000,108.930000,93.368698,3909900
2015-04-22,109.080002,109.500000,108.529999,109.389999,93.762962,1469300
2015-04-23,109.139999,110.080002,109.099998,109.730003,94.054420,2340700
2015-04-24,109.919998,110.000000,109.620003,109.849998,94.157242,1775100
2015-04-27,110.190002,110.279999,109.169998,109.279999,93.668694,1827800
2015-04-28,109.540001,109.650002,108.500000,109.570000,93.917267,2595000
2015-04-29,109.010002,109.459999,108.629997,109.089996,93.505836,2432000
2015-04-30,108.779999,108.919998,107.470001,107.910004,92.494385,3635900
2015-05-01,108.400002,108.980003,108.230003,108.900002,93.342972,3924700
2015-05-04,109.239998,109.660004,109.120003,109.279999,93.668694,1713300
2015-05-05,109.169998,109.360001,107.879997,107.980003,92.554420,1692700
2015-05-06,108.379997,108.540001,107.010002,107.680000,92.297279,3691700
2015-05-07,107.599998,108.370003,107.379997,108.089996,92.648689,2363500
2015-05-08,109.110001,109.589996,109.080002,109.449997,93.814415,1796400
2015-05-11,109.330002,109.589996,108.930000,108.989998,93.420105,1656900
2015-05-12,108.480003,109.010002,107.930000,108.669998,93.145813,1657500
2015-05-13,108.970001,109.300003,108.580002,108.730003,93.197273,2424500
2015-05-14,109.330002,109.849998,109.099998,109.809998,94.122955,1579200
2015-05-15,109.879997,109.989998,109.599998,109.940002,94.234406,1862700
2015-05-18,109.809998,110.500000,109.750000,110.349998,94.585838,2769100
2015-05-19,110.379997,110.559998,110.120003,110.300003,94.542976,2845000
2015-05-20,110.339996,110.680000,110.029999,110.230003,94.482979,2478400
2015-05-21,110.180000,110.660004,110.070000,110.510002,94.722984,1476400
2015-05-22,110.379997,110.550003,110.220001,110.300003,94.542976,1187900
2015-05-26,110.019997,110.019997,108.870003,109.150002,93.557259,2226700
2015-05-27,109.449997,110.279999,109.199997,110.150002,94.414398,2562200
2015-05-28,109.970001,110.080002,109.570000,110.050003,94.328667,2022400
2015-05-29,109.989998,110.019997,109.180000,109.309998,93.694405,1943200
2015-06-01,109.800003,109.959999,109.059998,109.580002,93.925819,2354900
2015-06-02,109.250000,109.930000,108.949997,109.500000,93.857269,1925300
2015-06-03,109.779999,110.220001,109.529999,109.879997,94.182968,1731100
2015-06-04,109.500000,109.800003,108.769997,109.000000,93.428711,1845800
2015-06-05,108.910004,109.199997,108.330002,108.910004,93.351547,3342700
2015-06-08,108.879997,108.959999,108.180000,108.239998,92.777252,2990700
2015-06-09,108.250000,108.480003,107.730003,108.150002,92.700127,2976500
2015-06-10,108.699997,109.660004,108.589996,109.470001,93.831543,1592600
2015-06-11,109.709999,110.010002,109.580002,109.779999,94.097244,1850500
2015-06-12,109.279999,109.500000,108.879997,109.059998,93.480110,1490900
2015-06-15,108.279999,108.760002,107.870003,108.559998,93.051529,2865500
2015-06-16,108.449997,109.250000,108.400002,109.160004,93.565834,2604800
2015-06-17,109.330002,109.690002,108.739998,109.339996,93.720116,1911700
2015-06-18,109.580002,110.760002,109.580002,110.419998,94.645844,2496300
2015-06-19,110.389999,110.419998,109.860001,109.940002,94.234406,1735900
2015-06-22,110.680000,110.900002,110.449997,110.610001,94.808693,1864800
2015-06-23,110.730003,110.849998,110.459999,110.720001,94.902962,3080400
2015-06-24,110.559998,110.709999,109.860001,109.879997,94.182968,4931200
2015-06-25,110.199997,110.239998,109.449997,109.540001,93.891541,2110800
2015-06-26,109.290001,109.389999,108.650002,109.010002,93.838196,1503900
2015-06-29,108.029999,108.500000,106.650002,106.730003,91.875504,3642700
2015-06-30,107.620003,107.650002,106.680000,107.019997,92.125153,3394000
2015-07-01,108.019997,108.110001,107.279999,107.720001,92.727737,12016300
2015-07-02,108.050003,108.199997,107.349998,107.580002,92.607201,3140000
2015-07-06,106.989998,107.790001,106.620003,107.300003,92.366188,2570800
2015-07-07,107.440002,108.000000,105.930000,107.889999,92.874077,3329600
2015-07-08,107.099998,107.279999,105.910004,106.089996,91.324585,2938900
2015-07-09,107.150002,107.690002,106.269997,106.309998,91.513969,3064800
2015-07-10,107.580002,107.839996,107.099998,107.599998,92.624413,3432400
2015-07-13,108.580002,108.889999,108.379997,108.820000,93.674629,2835300
2015-07-14,108.800003,109.500000,108.589996,109.309998,94.096428,2292500
2015-07-15,109.370003,109.559998,108.910004,109.169998,93.975922,2555700
2015-07-16,109.849998,109.949997,109.650002,109.930000,94.630135,1314000
2015-07-17,109.989998,110.000000,109.650002,109.959999,94.655952,1295400
2015-07-20,110.050003,110.209999,109.779999,109.970001,94.664558,1339000
2015-07-21,109.879997,110.040001,109.300003,109.489998,94.251358,1661000
2015-07-22,109.099998,109.500000,109.000000,109.330002,94.113663,1852400
2015-07-23,109.470001,109.529999,108.519997,108.699997,93.571335,1569500
2015-07-24,108.750000,108.830002,107.389999,107.559998,92.589989,2073500
2015-07-27,107.059998,107.459999,106.599998,106.849998,91.978821,2958400
2015-07-28,107.160004,108.230003,106.779999,108.120003,93.072052,2198600
2015-07-29,108.180000,108.980003,108.059998,108.860001,93.709068,1624200
2015-07-30,108.570000,109.040001,108.169998,108.949997,93.786522,1390400
2015-07-31,109.309998,109.339996,108.699997,108.839996,93.691818,2422700
2015-08-03,108.989998,108.989998,107.889999,108.449997,93.356110,2654600
2015-08-04,108.449997,108.750000,108.000000,108.269997,93.201164,1600000
2015-08-05,108.839996,109.339996,108.459999,108.629997,93.511055,1253600
2015-08-06,108.919998,108.919998,107.239998,107.739998,92.744942,1969500
2015-08-07,107.620003,107.699997,106.889999,107.430000,92.478081,3295100
2015-08-10,108.080002,108.849998,108.050003,108.769997,93.631569,1981300
2015-08-11,108.000000,108.230003,107.370003,107.790001,92.787964,1833100
2015-08-12,107.010002,108.029999,106.089996,107.900002,92.882668,2611300
2015-08-13,107.910004,108.239998,107.440002,107.750000,92.753555,3545400
2015-08-14,107.699997,108.230003,107.540001,108.160004,93.106491,1154500
2015-08-17,107.889999,108.860001,107.510002,108.849998,93.700447,1739100
2015-08-18,108.779999,108.889999,108.370003,108.570000,93.459404,2695000
2015-08-19,108.050003,108.449997,107.080002,107.599998,92.624413,2183200
2015-08-20,106.800003,107.000000,105.250000,105.260002,90.610092,4377900
2015-08-21,104.320000,104.739998,102.180000,102.230003,88.001839,9877600
2015-08-24,96.400002,101.269997,93.000000,98.120003,84.463829,18137000
2015-08-25,101.410004,101.720001,96.870003,96.949997,83.456680,9215900
2015-08-26,99.989998,100.580002,97.389999,100.470001,86.486763,8299100
2015-08-27,101.970001,103.050003,100.919998,102.900002,88.578560,8779300
2015-08-28,102.589996,103.320000,102.370003,102.980003,88.647423,5165600
2015-08-31,102.529999,103.010002,101.949997,102.209999,87.984566,4526300
2015-09-01,99.949997,100.830002,98.750000,99.209999,85.402122,9264700
2015-09-02,100.779999,101.080002,99.550003,101.080002,87.011841,7681000
2015-09-03,101.580002,102.440002,100.900002,101.199997,87.115166,5151300
2015-09-04,99.919998,100.410004,99.260002,99.760002,85.875572,4317800
2015-09-08,101.589996,102.320000,101.059998,102.279999,88.044838,3342000
2015-09-09,103.239998,103.400002,100.690002,100.879997,86.839668,3691200
2015-09-10,100.879997,102.070000,100.629997,101.400002,87.287338,3696000
2015-09-11,101.040001,101.879997,100.699997,101.860001,87.683311,2007900
2015-09-14,101.910004,101.910004,101.199997,101.470001,87.347588,3711100
2015-09-15,101.809998,102.970001,101.529999,102.750000,88.449425,2388300
2015-09-16,102.870003,103.730003,102.699997,103.620003,89.198334,2447500
2015-09-17,103.639999,105.019997,103.239998,103.480003,89.077835,4726600
2015-09-18,102.050003,102.889999,101.589996,101.839996,87.666077,3271800
2015-09-21,102.419998,103.019997,101.669998,102.250000,88.019028,2680300
2015-09-22,101.000000,101.239998,100.209999,100.879997,86.839668,3034000
2015-09-23,101.040001,101.279999,100.339996,100.680000,86.667534,1788900
2015-09-24,100.019997,100.529999,99.099998,100.320000,86.357628,3723400
2015-09-25,100.760002,100.870003,99.070000,99.610001,86.182838,4937800
2015-09-28,99.059998,99.129997,96.800003,96.940002,83.872765,5606400
2015-09-29,97.230003,97.839996,96.370003,96.919998,83.855453,4548600
2015-09-30,98.110001,98.790001,97.550003,98.720001,85.412842,3747800
2015-10-01,98.959999,99.120003,97.709999,98.919998,85.585876,3808800
2015-10-02,97.959999,100.370003,97.379997,100.360001,86.831757,3654500
2015-10-05,101.099998,102.360001,101.040001,102.209999,88.432381,3405800
2015-10-06,102.209999,102.459999,101.379997,101.879997,88.146858,2463100
2015-10-07,102.440002,102.879997,101.699997,102.800003,88.942863,2583900
2015-10-08,102.529999,103.879997,102.379997,103.690002,89.712891,2521000
2015-10-09,103.800003,104.059998,103.430000,103.830002,89.834007,1649500
2015-10-12,103.849998,103.949997,103.510002,103.849998,89.851318,1680100
2015-10-13,103.290001,104.169998,102.989998,103.089996,89.193779,2221000
2015-10-14,103.050003,103.440002,102.379997,102.559998,88.735199,1902900
2015-10-15,102.919998,104.120003,102.629997,104.110001,90.076286,2218200
2015-10-16,104.370003,104.540001,103.849998,104.510002,90.422340,1902100
2015-10-19,104.300003,104.669998,103.970001,104.629997,90.526169,1457900
2015-10-20,104.389999,104.910004,104.190002,104.510002,90.422340,1806000
2015-10-21,104.709999,104.860001,103.589996,103.690002,89.712891,1777800
2015-10-22,104.279999,105.430000,104.120003,105.209999,91.028000,1979200
2015-10-23,106.129997,106.470001,105.669998,106.309998,91.979736,2404300
2015-10-26,106.260002,106.300003,105.849998,106.059998,91.763428,3078300
2015-10-27,105.830002,105.940002,105.260002,105.709999,91.460625,1686000
2015-10-28,105.940002,107.120003,105.620003,107.099998,92.663231,2421700
2015-10-29,106.720001,107.180000,106.680000,106.940002,92.524818,2666900
2015-10-30,107.139999,107.279999,106.500000,106.529999,92.170082,2203200
2015-11-02,106.779999,108.000000,106.680000,107.930000,93.381363,3396400
2015-11-03,107.709999,108.570000,107.550003,108.199997,93.614960,3100800
2015-11-04,108.510002,108.529999,107.570000,107.940002,93.390007,2893600
2015-11-05,108.040001,108.230003,107.209999,107.820000,93.286186,2144000
2015-11-06,107.570000,107.849998,106.919998,107.839996,93.303490,2078900
2015-11-09,107.900002,107.900002,106.199997,106.760002,92.369049,2620800
2015-11-10,106.459999,107.040001,106.290001,107.000000,92.576729,1605400
2015-11-11,107.269997,107.269997,106.529999,106.540001,92.178726,1342200
2015-11-12,105.970001,106.160004,104.949997,104.949997,90.803055,3110400
2015-11-13,104.760002,104.879997,103.809998,103.839996,89.842651,3003700
2015-11-16,103.800003,105.360001,103.690002,105.349998,91.149162,2635400
2015-11-17,105.510002,106.089996,104.970001,105.220001,91.036652,2243300
2015-11-18,105.580002,107.000000,105.540001,106.900002,92.490211,2106100
2015-11-19,106.910004,107.080002,106.620003,106.760002,92.369049,1623400
2015-11-20,107.230003,107.599998,106.980003,107.220001,92.767075,1563500
2015-11-23,107.230003,107.589996,106.879997,107.110001,92.671875,3145000
2015-11-24,106.570000,107.589996,106.309998,107.389999,92.914154,2032600
2015-11-25,107.510002,107.660004,107.250000,107.470001,92.983368,1820300
2015-11-27,107.589996,107.760002,107.220001,107.629997,93.121803,552400
2015-11-30,107.779999,107.849998,107.110001,107.169998,92.723793,3618100
2015-12-01,107.589996,108.209999,107.370003,108.180000,93.597626,2443600
2015-12-02,108.099998,108.269997,106.879997,107.050003,92.619995,2937200
2015-12-03,107.290001,107.480003,105.059998,105.449997,91.235626,3345600
2015-12-04,105.809998,107.540001,105.620003,107.389999,92.914154,4520000
2015-12-07,107.230003,107.269997,106.059998,106.550003,92.187393,3000500
2015-12-08,105.940002,106.400002,105.269997,105.910004,91.633636,3149600
2015-12-09,105.550003,106.750000,104.480003,105.000000,90.846321,4179800
